time,EC급액,EC배액,pH급액,pH배액,저울급액,저울배액,온도토양,온도급액,온도배액,내부이산화탄소,내부광량,내부PT100온도센서1번건구,내부PT100온도센서2번습구,내부PT100온도센서3번,내부PT100센서를이용한계산습도
2021-11-11 17:09:33,2.71062,2.44614,6.549,6.748,5.289526,0.078721,20,19.8125,20.0625,383,0,18.60307,17.6915,18.23175,94.43682
2021-11-11 17:09:45,2.71045,2.44619,6.551,6.745,5.287272,0.078597,20,19.8125,20.0625,383,0,18.60307,17.6915,18.23175,94.43682
2021-11-11 17:09:56,2.71036,2.44577,6.55,6.746,5.290367,0.078879,20,19.8125,20,383,0,18.63673,17.6915,18.23175,94.23812
2021-11-11 17:10:19,2.71023,2.44579,6.554,6.747,5.292403,0.078721,20,19.8125,20,385,0,18.5692,17.6915,18.16402,94.63718
2021-11-11 17:10:30,2.7101,2.44545,6.553,6.748,5.290232,0.078783,20,19.8125,20.0625,382,0,18.5692,17.62397,18.19788,94.23523
2021-11-11 17:11:04,2.70946,2.44524,6.551,6.749,5.28863,0.078233,20,19.8125,20,383,0,18.60307,17.62397,18.19788,94.03572
2021-11-11 17:11:27,2.70918,2.44506,6.552,6.746,5.289173,0.078528,20,19.8125,20,385,0,18.5692,17.62397,18.13035,94.23523
2021-11-11 17:11:38,2.70932,2.44485,6.553,6.745,5.287408,0.078473,20,19.8125,20,387,0.356647,18.5692,17.62397,18.16402,94.23523
2021-11-11 17:11:49,2.70908,2.44429,6.554,6.749,5.287489,0.078838,20,19.8125,20,387,0,18.53554,17.59031,18.13035,94.23379
2021-11-11 17:12:02,2.70886,2.44387,6.554,6.749,5.288576,0.078301,20,19.8125,20,386,0,18.53554,17.59031,18.13035,94.23379
2021-11-11 17:12:29,2.70864,2.44411,6.555,6.748,5.287435,0.078473,20,19.8125,20,384,0,18.53554,17.55664,18.13035,94.03393
2021-11-11 17:13:13,2.70801,2.44457,6.552,6.748,5.286594,0.078639,19.9375,19.8125,20,384,0,18.53554,17.59031,18.13035,94.23379
2021-11-11 17:14:55,2.70703,2.44226,6.555,6.747,5.288331,0.078542,19.9375,19.75,19.9375,384,0,18.53554,17.55664,18.09649,94.03393
2021-11-11 17:15:29,2.70651,2.44185,6.555,6.744,5.287218,0.078618,19.9375,19.75,19.9375,386,0,18.50167,17.59031,18.09649,94.43382
2021-11-11 17:15:40,2.70627,2.44152,6.556,6.748,5.288168,0.078549,19.9375,19.75,19.9375,387,0,18.46781,17.55664,18.09649,94.43362
2021-11-11 17:16:14,2.70613,2.44149,6.557,6.747,5.290177,0.078687,19.9375,19.75,19.9375,386,0,18.50167,17.59031,18.02916,94.43382
2021-11-11 17:16:25,2.70576,2.44089,6.557,6.746,5.287435,0.078817,19.9375,19.75,19.9375,386,0,18.50167,17.55664,18.06282,94.23354
2021-11-11 17:16:59,2.70541,2.44068,6.558,6.747,5.289689,0.079141,19.9375,19.75,19.9375,387,0,18.50167,17.52277,18.02916,94.03242
2021-11-11 17:17:45,2.70463,2.44075,6.56,6.746,5.287462,0.078989,19.9375,19.75,19.875,388,0,18.43414,17.52277,18.06282,94.43102
2021-11-11 17:17:56,2.70498,2.44053,6.559,6.748,5.288168,0.078652,19.9375,19.75,19.9375,389,0,18.43414,17.52277,18.02916,94.43102
2021-11-11 17:18:30,2.7041,2.441,6.564,6.743,5.284965,0.078769,19.875,19.75,19.875,388,0,18.46781,17.52277,18.02916,94.23207
2021-11-11 17:19:40,2.70282,2.43936,6.561,6.746,5.286322,0.078941,19.875,19.75,19.875,393,0,18.43414,17.48911,18.02916,94.23063
2021-11-11 17:20:14,2.70273,2.43909,6.561,6.746,5.286729,0.078817,19.875,19.6875,19.875,389,0,18.36661,17.42158,17.99529,94.22775
2021-11-11 17:20:48,2.70224,2.43781,6.562,6.747,5.287028,0.079051,19.875,19.6875,19.875,387,0,18.40048,17.52277,17.99529,94.63042
2021-11-11 17:21:22,2.7017,2.45108,6.561,6.747,5.285535,0.078659,19.875,19.6875,19.875,390,0,18.36661,17.42158,17.96162,94.22775
2021-11-11 17:21:33,2.7014,2.45209,6.563,6.743,5.283797,0.079058,19.875,19.6875,19.875,390,0,18.36661,17.48911,17.96162,94.63028
2021-11-11 17:21:56,2.70105,2.45078,6.561,6.747,5.285236,0.078873,19.875,19.6875,19.875,390,0,18.33294,17.42158,17.99529,94.42683
2021-11-11 17:22:07,2.70086,2.44968,6.562,6.745,5.284856,0.078948,19.875,19.6875,19.875,391,0,18.36661,17.42158,17.92776,94.22775
2021-11-11 17:22:18,2.70086,2.45043,6.561,6.745,5.284775,0.079113,19.875,19.6875,19.875,390,0,18.33294,17.42158,17.92776,94.42683
2021-11-11 17:22:41,2.70029,2.44955,6.564,6.742,5.284286,0.079182,19.875,19.6875,19.875,391,0,18.36661,17.45524,17.89409,94.42822
2021-11-11 17:23:04,2.70012,2.44969,6.559,6.743,5.284531,0.079182,19.875,19.6875,19.875,387,0,18.29908,17.38771,17.92776,94.42542
2021-11-11 17:23:15,2.70017,2.45062,6.564,6.744,5.28472,0.07945,19.875,19.6875,19.875,389,0,18.29908,17.35405,17.92776,94.22484
2021-11-11 17:23:49,2.69971,2.44961,6.561,6.746,5.284476,0.079499,19.875,19.6875,19.8125,391,0,18.33294,17.38771,17.89409,94.22509
2021-11-11 17:24:00,2.69949,2.44876,6.56,6.744,5.285019,0.079512,19.8125,19.6875,19.8125,391,0,18.29908,17.35405,17.86023,94.22484
2021-11-11 17:24:11,2.69963,2.44867,6.564,6.745,5.284259,0.079526,19.8125,19.6875,19.8125,392,0,18.29908,17.35405,17.86023,94.22484
2021-11-11 17:24:34,2.69927,2.44881,6.565,6.743,5.283553,0.079223,19.8125,19.6875,19.8125,392,0,18.29908,17.38771,17.89409,94.42542
2021-11-11 17:24:45,2.69903,2.44891,6.564,6.746,5.284856,0.07932,19.8125,19.6875,19.8125,392,0,18.29908,17.38771,17.86023,94.42542
2021-11-11 17:24:57,2.69866,2.44788,6.561,6.744,5.283607,0.07932,19.8125,19.6875,19.8125,391,0,18.29908,17.38771,17.89409,94.42542
2021-11-11 17:25:08,2.69855,2.44877,6.564,6.745,5.286757,0.078983,19.8125,19.625,19.8125,391,0.05095,18.29908,17.35405,17.86023,94.22484
2021-11-11 17:25:19,2.69861,2.44863,6.561,6.744,5.284313,0.079292,19.8125,19.625,19.8125,393,0,18.29908,17.38771,17.86023,94.42542
2021-11-11 17:25:42,2.69833,2.44759,6.558,6.743,5.284313,0.079148,19.8125,19.625,19.8125,394,0,18.26541,17.28652,17.86023,94.02193
2021-11-11 17:26:27,2.69795,2.44763,6.564,6.745,5.286105,0.079382,19.8125,19.625,19.8125,392,0,18.23175,17.35405,17.86023,94.62368
2021-11-11 17:27:12,2.69716,2.44713,6.563,6.747,5.284938,0.079643,19.8125,19.625,19.75,394,0,18.23175,17.35405,17.82656,94.62368
2021-11-11 17:27:46,2.69699,2.44629,6.564,6.746,5.283743,0.08018,19.8125,19.625,19.75,393,0.484021,18.23175,17.35405,17.82656,94.62368
2021-11-11 17:27:57,2.6968,2.44619,6.564,6.745,5.284286,0.079684,19.8125,19.625,19.75,393,0,18.23175,17.28652,17.7927,94.22074
2021-11-11 17:28:08,2.69674,2.44709,6.567,6.748,5.2813,0.079671,19.75,19.625,19.75,396,0.484021,18.23175,17.32018,17.82656,94.42142
2021-11-11 17:28:20,2.6965,2.44562,6.565,6.748,5.284422,0.079395,19.75,19.625,19.75,397,0,18.26541,17.28652,17.7927,94.02193
2021-11-11 17:28:31,2.69629,2.44647,6.565,6.744,5.283309,0.079506,19.75,19.625,19.75,395,0,18.19788,17.28652,17.7927,94.42122
2021-11-11 17:28:54,2.69583,2.44914,6.567,6.75,5.28434,0.07965,19.75,19.625,19.75,393,0,18.19788,17.32018,17.7927,94.62232
2021-11-11 17:29:05,2.69563,2.44763,6.567,6.744,5.284151,0.079547,19.75,19.625,19.75,394,0,18.19788,17.28652,17.75903,94.42122
2021-11-11 17:29:39,2.69533,2.44767,6.571,6.748,5.282793,0.079767,19.75,19.625,19.75,394,0,18.19788,17.28652,17.82656,94.42122
2021-11-11 17:30:13,2.69497,2.44671,6.568,6.749,5.281951,0.079416,19.75,19.5625,19.75,393,0,18.19788,17.25285,17.7927,94.22049
2021-11-11 17:30:26,2.6949,2.44665,6.568,6.748,5.280024,0.079657,19.75,19.5625,19.75,394,0,18.16402,17.28652,17.7927,94.62216
2021-11-11 17:31:57,2.69381,2.44622,6.567,6.749,5.280947,0.080228,19.75,19.5625,19.6875,396,0,18.19788,17.25285,17.6915,94.22049
2021-11-11 17:33:17,2.69297,2.44509,6.569,6.75,5.280051,0.079726,19.6875,19.5625,19.6875,396,0,18.13035,17.21899,17.72537,94.41841
2021-11-11 17:34:02,2.69237,2.44501,6.569,6.753,5.279182,0.07976,19.6875,19.5625,19.6875,398,0,18.13035,17.18532,17.65784,94.21758
2021-11-11 17:34:36,2.69196,2.44465,6.569,6.752,5.280947,0.079987,19.6875,19.5625,19.6875,396,0,18.13035,17.21899,17.6915,94.41841
2021-11-11 17:35:10,2.69157,2.44396,6.572,6.754,5.280947,0.080187,19.6875,19.5,19.6875,401,0,18.06282,17.15145,17.65784,94.4156
2021-11-11 17:35:21,2.69146,2.4435,6.571,6.748,5.279644,0.079691,19.6875,19.5,19.6875,399,0,18.06282,17.18532,17.65784,94.61811
2021-11-11 17:35:56,2.69108,2.44419,6.572,6.751,5.280159,0.08062,19.6875,19.5,19.6875,397,0,18.09649,17.15145,17.65784,94.21613
2021-11-11 17:37:15,2.69032,2.44272,6.569,6.753,5.279155,0.080772,19.625,19.5,19.625,399,0,18.02916,17.08392,17.62397,94.21202
2021-11-11 17:40:16,2.6886,2.43977,6.572,6.753,5.277499,0.080235,19.625,19.5,19.625,399,0,17.96162,17.01659,17.55664,94.21031
2021-11-11 17:41:34,2.68761,2.43956,6.573,6.752,5.277119,0.080125,19.625,19.4375,19.625,403,0,17.92776,16.98293,17.52277,94.21004
2021-11-11 17:41:57,2.68728,2.43826,6.573,6.756,5.277988,0.080386,19.625,19.4375,19.625,400,0,17.89409,16.94906,17.52277,94.2074
2021-11-11 17:42:08,2.68746,2.43918,6.574,6.755,5.278341,0.080359,19.5625,19.4375,19.625,399,0,17.92776,16.98293,17.45524,94.21004
2021-11-11 17:42:20,2.68711,2.4388,6.575,6.754,5.280132,0.079932,19.5625,19.4375,19.625,399,0,17.92776,16.98293,17.48911,94.21004
2021-11-11 17:42:31,2.68694,2.43894,6.573,6.754,5.277065,0.080345,19.5625,19.4375,19.625,400,0,17.89409,16.94906,17.45524,94.2074
2021-11-11 17:43:39,2.68614,2.43828,6.571,6.755,5.274078,0.080551,19.5625,19.4375,19.625,406,0,17.86023,16.98293,17.45524,94.61117
2021-11-11 17:44:13,2.68564,2.43687,6.574,6.756,5.274458,0.080159,19.5625,19.4375,19.5625,405,0,17.86023,16.9154,17.42158,94.20715
2021-11-11 17:44:47,2.68526,2.43677,6.573,6.755,5.276332,0.080737,19.5625,19.375,19.5625,408,0,17.86023,16.9154,17.45524,94.20715
2021-11-11 17:44:58,2.68529,2.43743,6.576,6.755,5.275599,0.08073,19.5625,19.375,19.5625,408,0,17.82656,16.94906,17.45524,94.60861
2021-11-11 17:47:13,2.68363,2.43496,6.574,6.752,5.274458,0.080428,19.5,19.375,19.5625,407,0,17.7927,16.84787,17.42158,94.20423
2021-11-11 17:47:24,2.6838,2.43522,6.576,6.754,5.274703,0.080661,19.5,19.375,19.5625,408,0,17.75903,16.84787,17.38771,94.40414
2021-11-11 17:48:09,2.68293,2.43457,6.57,6.755,5.274947,0.080421,19.5,19.375,19.5625,405,0,17.7927,16.814,17.42158,94.00208
2021-11-11 17:49:51,2.68156,2.43349,6.571,6.757,5.274269,0.080792,19.5,19.3125,19.5,407,0,17.75903,16.78034,17.35405,94.00057
2021-11-11 17:50:25,2.68115,2.43319,6.575,6.755,5.274785,0.080228,19.5,19.3125,19.5,406,0,17.72537,16.84787,17.35405,94.60453
2021-11-11 17:51:11,2.68051,2.43227,6.57,6.753,5.273264,0.080407,19.4375,19.3125,19.5,411,0,17.72537,16.84787,17.32018,94.60453
2021-11-11 17:51:22,2.6801,2.43193,6.575,6.756,5.271934,0.08073,19.5,19.3125,19.5,411,0,17.72537,16.814,17.32018,94.40153
2021-11-11 17:51:56,2.67968,2.43084,6.575,6.755,5.269979,0.080586,19.4375,19.3125,19.5,412,0,17.6915,16.78034,17.32018,94.40131
2021-11-11 17:52:19,2.67964,2.43156,6.577,6.755,5.27302,0.080524,19.4375,19.3125,19.5,413,0,17.6915,16.78034,17.28652,94.40131
2021-11-11 17:52:30,2.67929,2.43156,6.575,6.755,5.272993,0.080242,19.4375,19.3125,19.5,412,0,17.65784,16.814,17.28652,94.80407
2021-11-11 17:52:53,2.67942,2.43084,6.573,6.759,5.271011,0.081122,19.4375,19.3125,19.5,410,0,17.6915,16.78034,17.28652,94.40131
2021-11-11 17:53:04,2.67916,2.43093,6.576,6.754,5.269979,0.08073,19.4375,19.3125,19.4375,412,0,17.6915,16.814,17.32018,94.60316
2021-11-11 17:53:38,2.6787,2.4303,6.573,6.756,5.270957,0.080606,19.4375,19.3125,19.4375,409,0,17.65784,16.84787,17.25285,95.00795
2021-11-11 17:54:23,2.67821,2.42986,6.575,6.757,5.271146,0.081012,19.4375,19.25,19.4375,411,0,17.65784,16.78034,17.28652,94.6018
2021-11-11 17:54:34,2.67789,2.43023,6.578,6.757,5.27112,0.080772,19.4375,19.25,19.4375,411,0,17.65784,16.814,17.25285,94.80407
2021-11-11 17:54:59,2.67747,2.42915,6.579,6.757,5.271201,0.080916,19.375,19.25,19.4375,409,0,17.65784,16.74647,17.25285,94.3987
2021-11-11 17:55:10,2.67728,2.42942,6.579,6.755,5.270142,0.080944,19.4375,19.25,19.4375,407,0,17.6915,16.78034,17.21899,94.40131
2021-11-11 17:55:33,2.67676,2.42902,6.576,6.758,5.270224,0.080524,19.375,19.25,19.4375,413,0,17.65784,16.74647,17.25285,94.3987
2021-11-11 17:55:44,2.67661,2.42886,6.58,6.753,5.269165,0.081281,19.375,19.25,19.4375,413,0,17.65784,16.78034,17.25285,94.6018
2021-11-11 17:56:07,2.67642,2.42798,6.577,6.755,5.269979,0.080902,19.375,19.25,19.4375,414,0,17.65784,16.74647,17.25285,94.3987
2021-11-11 17:56:18,2.67621,2.42798,6.578,6.759,5.270522,0.080847,19.375,19.25,19.4375,414,0,17.62397,16.74647,17.21899,94.60044
2021-11-11 17:56:29,2.67578,2.42898,6.576,6.755,5.269491,0.08082,19.375,19.25,19.4375,413,0,17.62397,16.71281,17.25285,94.3985
2021-11-11 17:56:41,2.67582,2.42713,6.581,6.754,5.268649,0.080668,19.375,19.25,19.4375,412,0,17.62397,16.67914,17.21899,94.19693
2021-11-11 17:56:52,2.67604,2.42776,6.58,6.755,5.269599,0.081184,19.375,19.25,19.4375,411,0,17.65784,16.71281,17.21899,94.19719
2021-11-11 17:57:03,2.67549,2.4273,6.579,6.755,5.269382,0.081673,19.375,19.25,19.4375,413,0,17.62397,16.67914,17.21899,94.19693
2021-11-11 17:57:15,2.67547,2.42744,6.581,6.757,5.270522,0.080827,19.375,19.25,19.4375,414,0,17.62397,16.74647,17.25285,94.60044
2021-11-11 17:57:26,2.67531,2.4275,6.58,6.758,5.270006,0.080909,19.375,19.25,19.4375,414,0,17.62397,16.67914,17.21899,94.19693
2021-11-11 17:57:37,2.67486,2.42682,6.579,6.757,5.269273,0.080751,19.375,19.25,19.4375,415,0,17.62397,16.71281,17.21899,94.3985
2021-11-11 17:57:49,2.67476,2.4273,6.577,6.758,5.269979,0.080999,19.375,19.25,19.4375,417,0,17.62397,16.67914,17.18532,94.19693
2021-11-11 18:43:08,2.63812,2.39252,6.587,6.769,5.251247,0.080916,18.6875,18.5625,18.6875,435,0,16.54408,15.53212,16.1393,93.74596
2021-11-11 18:45:30,2.63615,2.39256,6.591,6.772,5.250161,0.0817,18.625,18.5625,18.6875,438,0,16.51041,15.46459,16.00423,93.54113
2021-11-11 18:49:28,2.63329,2.38394,6.594,6.773,5.247229,0.081817,18.5625,18.5,18.625,437,0,16.37535,15.39706,16.00423,93.9407
2021-11-11 18:50:24,2.63216,2.39527,6.593,6.774,5.245329,0.082354,18.5625,18.5,18.625,439,0,16.40922,15.39706,16.07177,93.73843
2021-11-11 18:52:25,2.63145,2.41089,6.595,6.774,5.244623,0.081467,18.5,18.4375,18.625,437,0,16.34169,15.32973,15.97057,93.73649
2021-11-11 18:53:32,2.63026,2.4222,6.599,6.775,5.246849,0.082065,18.5,18.4375,18.5625,440,0,16.27416,15.2622,15.93691,93.73333
2021-11-11 18:53:49,2.62986,2.41941,6.595,6.776,5.24674,0.081872,18.5,18.4375,18.5625,440,0,16.30802,15.2622,15.90304,93.53135
2021-11-11 18:54:46,2.62963,2.4513,6.595,6.779,5.246171,0.081996,18.5,18.4375,18.5625,440,0,16.27416,15.22854,15.90304,93.53093
2021-11-11 18:55:56,2.62807,2.39057,6.598,6.778,5.245247,0.081797,18.4375,18.375,18.5625,442,0.05095,16.24049,15.22854,15.90304,93.73175
2021-11-11 18:56:09,2.62792,2.41864,6.598,6.778,5.24484,0.081976,18.4375,18.375,18.5625,441,0,16.20683,15.19487,15.86937,93.73017
2021-11-11 18:58:24,2.62683,2.38664,6.6,6.776,5.245899,0.081962,18.4375,18.375,18.5,442,0,16.20683,15.12734,15.83551,93.32436
2021-11-11 18:59:00,2.62579,2.44766,6.598,6.779,5.242126,0.081515,18.4375,18.3125,18.5,442,0,16.24049,15.12734,15.86937,93.12435
2021-11-11 19:00:14,2.62462,2.38051,6.6,6.781,5.245573,0.081845,18.375,18.3125,18.4375,445,0,16.17296,15.09368,15.83551,93.32387
2021-11-11 19:00:29,2.62442,2.36755,6.599,6.779,5.244134,0.082079,18.375,18.3125,18.4375,441,0,16.20683,15.12734,15.83551,93.32436
2021-11-11 19:01:19,2.62429,2.30582,6.6,6.78,5.2437,0.082175,18.375,18.3125,18.4375,443,0,16.17296,15.05981,15.80184,93.12089
2021-11-11 19:01:30,2.62331,2.34249,6.599,6.778,5.24218,0.082265,18.375,18.3125,18.4375,444,0,16.1393,15.05981,15.76818,93.32098
2021-11-11 19:02:15,2.62271,2.50791,6.6,6.779,5.243266,0.081756,18.375,18.3125,18.4375,442,0,16.10563,15.05981,15.83551,93.52156
2021-11-11 19:03:00,2.62263,2.36004,6.601,6.781,5.243456,0.08148,18.375,18.3125,18.4375,445,0,16.1393,15.02614,15.73451,93.11916
2021-11-11 19:03:34,2.62201,2.35577,6.6,6.78,5.241474,0.082223,18.3125,18.25,18.4375,445,0,16.1393,14.99248,15.73451,92.91772
2021-11-11 19:04:42,2.62059,2.35264,6.603,6.778,5.2437,0.081597,18.3125,18.25,18.4375,446,0,16.1393,14.99248,15.76818,92.91772
2021-11-11 19:05:16,2.61998,2.33494,6.603,6.778,5.242777,0.082051,18.3125,18.25,18.375,442,0.458547,16.07177,14.95861,15.73451,93.11568
2021-11-11 19:05:39,2.6199,2.32296,6.601,6.778,5.240008,0.082244,18.3125,18.25,18.375,442,0,16.07177,14.92495,15.73451,92.91415
2021-11-11 19:06:01,2.6202,2.33742,6.601,6.778,5.242397,0.081838,18.3125,18.25,18.375,442,0,16.07177,14.92495,15.70065,92.91415
2021-11-11 19:06:13,2.61917,2.33215,6.602,6.779,5.243944,0.081996,18.3125,18.25,18.375,444,0,16.07177,14.92495,15.70065,92.91415
2021-11-11 19:06:24,2.61923,2.28927,6.601,6.775,5.24123,0.082244,18.3125,18.1875,18.375,446,0,16.00423,14.95861,15.73451,93.51786
2021-11-11 19:06:58,2.61871,2.39476,6.6,6.777,5.240632,0.081687,18.25,18.1875,18.375,446,0,16.0381,14.95861,15.70065,93.31593
2021-11-11 19:07:09,2.61856,2.36751,6.602,6.777,5.241908,0.081735,18.25,18.1875,18.375,446,0,16.0381,14.95861,15.66698,93.31593
2021-11-11 19:07:20,2.61844,2.35472,6.6,6.779,5.240686,0.081618,18.25,18.1875,18.375,445,0,16.00423,14.95861,15.70065,93.51786
2021-11-11 19:08:50,2.61699,2.35655,6.6,6.773,5.239193,0.081583,18.25,18.1875,18.375,445,0,16.00423,14.92495,15.59945,93.31545
2021-11-11 19:09:03,2.61673,2.36081,6.598,6.777,5.242913,0.082044,18.25,18.1875,18.375,447,0,15.97057,14.92495,15.63332,93.51622
2021-11-11 19:09:26,2.61661,2.35534,6.599,6.776,5.24218,0.081639,18.25,18.1875,18.3125,447,0,15.97057,14.92495,15.59945,93.51622
2021-11-11 19:10:45,2.61467,2.35924,6.601,6.775,5.240524,0.081886,18.25,18.125,18.3125,450,0,15.93691,14.92495,15.56579,93.71748
2021-11-11 19:10:58,2.61458,2.34984,6.602,6.778,5.239248,0.081632,18.1875,18.125,18.3125,450,0,15.93691,14.92495,15.56579,93.71748
2021-11-11 19:11:09,2.61482,2.37007,6.6,6.779,5.238813,0.081411,18.1875,18.125,18.3125,447,0,15.90304,14.85762,15.53212,93.51416
2021-11-11 19:11:24,2.61498,2.36018,6.602,6.777,5.239573,0.081597,18.1875,18.125,18.3125,445,0,15.97057,14.85762,15.56579,93.11169
2021-11-11 19:11:35,2.61404,2.34697,6.602,6.779,5.239357,0.082196,18.1875,18.125,18.3125,445,0.178324,15.93691,14.89128,15.53212,93.51459
2021-11-11 19:11:58,2.61381,2.36354,6.604,6.777,5.238895,0.081955,18.1875,18.125,18.3125,448,0,15.93691,14.85762,15.53212,93.31208
2021-11-11 19:12:09,2.61347,2.36044,6.598,6.779,5.240524,0.081749,18.1875,18.125,18.3125,447,0,15.90304,14.82375,15.53212,93.31039
2021-11-11 19:12:20,2.61385,2.36301,6.6,6.776,5.240008,0.081363,18.1875,18.125,18.3125,446,0,15.90304,14.75642,15.53212,92.90644
2021-11-11 19:13:28,2.6128,2.36787,6.6,6.78,5.239954,0.082093,18.1875,18.0625,18.25,449,0,15.86937,14.68889,15.49826,92.702
2021-11-11 19:13:50,2.61214,2.35279,6.601,6.78,5.240578,0.081122,18.1875,18.0625,18.25,452,0,15.86937,14.75642,15.49826,93.10649
2021-11-11 19:14:24,2.6112,2.36399,6.599,6.777,5.237483,0.081769,18.125,18.0625,18.25,451,0,15.86937,14.79009,15.49826,93.30871
2021-11-11 19:15:26,2.61034,2.36021,6.599,6.778,5.237999,0.081955,18.125,18.0625,18.1875,450,0,15.80184,14.75642,15.49826,93.50925
2021-11-11 19:15:48,2.61024,2.34785,6.603,6.781,5.237945,0.081707,18.125,18.0625,18.1875,447,0,15.83551,14.65523,15.53212,92.70137
2021-11-11 19:16:24,2.60967,2.3767,6.603,6.777,5.238705,0.081666,18.125,18.0625,18.1875,450,0,15.76818,14.65523,15.46459,93.10128
2021-11-11 19:16:35,2.60894,2.36356,6.601,6.781,5.238922,0.081363,18.125,18.0625,18.1875,450,0,15.80184,14.68889,15.43093,93.10301
2021-11-11 19:16:57,2.60886,2.3607,6.602,6.778,5.240225,0.081996,18.125,18.0625,18.1875,451,0,15.83551,14.68889,15.39706,92.90286
2021-11-11 19:17:44,2.60809,2.35546,6.6,6.782,5.238515,0.081714,18.0625,18.0625,18.1875,446,0,15.76818,14.65523,15.43093,93.10128
2021-11-11 19:18:07,2.60806,2.34858,6.601,6.78,5.238461,0.081652,18.0625,18,18.1875,450,0,15.80184,14.65523,15.3634,92.90108
2021-11-11 19:18:53,2.60743,2.35523,6.603,6.782,5.239492,0.081102,18.0625,18,18.125,450,0,15.73451,14.65523,15.39706,93.30196
2021-11-11 19:19:16,2.60712,2.34727,6.603,6.779,5.23789,0.081467,18.0625,18,18.125,450,0,15.76818,14.5877,15.3634,92.6965
2021-11-11 19:20:15,2.60585,2.34725,6.603,6.781,5.238162,0.081432,18.0625,18,18.125,451,0,15.73451,14.5877,15.39706,92.8963
2021-11-11 19:20:49,2.60547,2.3662,6.602,6.78,5.239139,0.081439,18.0625,18,18.125,451,0,15.70065,14.5877,15.3634,93.09779
2021-11-11 19:21:45,2.60439,2.35549,6.603,6.781,5.237972,0.081728,18,17.9375,18.125,449,0,15.70065,14.62156,15.32973,93.30148
2021-11-11 19:22:08,2.60459,2.35389,6.6,6.782,5.235528,0.081549,18,17.9375,18.0625,451,0,15.66698,14.55403,15.3634,93.09605
2021-11-11 19:22:30,2.60351,2.35481,6.602,6.782,5.238515,0.081515,18,17.9375,18.0625,450,0,15.66698,14.55403,15.32973,93.09605
2021-11-11 19:22:42,2.60396,2.35721,6.602,6.781,5.236859,0.081191,18,17.9375,18.0625,450,0,15.66698,14.5877,15.29587,93.29857
2021-11-11 19:22:53,2.60368,2.35619,6.604,6.781,5.237266,0.081625,18,17.9375,18.0625,451,0,15.66698,14.52037,15.32973,92.89393
2021-11-11 19:23:04,2.60343,2.36798,6.604,6.78,5.236994,0.081019,18,17.9375,18.0625,450,0,15.59945,14.55403,15.29587,93.4994
2021-11-11 19:23:27,2.60334,2.35422,6.602,6.781,5.238623,0.081611,17.9375,17.9375,18.0625,451,0.356647,15.66698,14.5877,15.32973,93.29857
2021-11-11 19:23:38,2.60302,2.37423,6.601,6.784,5.235692,0.081226,17.9375,17.9375,18.0625,453,0,15.70065,14.55403,15.32973,92.89571
2021-11-11 19:23:50,2.6029,2.35331,6.604,6.783,5.235719,0.081336,18,17.9375,18.0625,455,0,15.70065,14.52037,15.3634,92.69402
2021-11-11 19:24:01,2.60278,2.35813,6.602,6.782,5.23561,0.081604,18,17.9375,18.0625,455,0.05095,15.66698,14.4867,15.29587,92.69218
2021-11-11 19:24:12,2.60269,2.35725,6.604,6.786,5.236072,0.081301,17.9375,17.9375,18.0625,455,0,15.66698,14.52037,15.29587,92.89393
2021-11-11 19:24:24,2.60246,2.34829,6.604,6.783,5.237917,0.081253,17.9375,17.9375,18.0625,452,0,15.63332,14.52037,15.3634,93.09431
2021-11-11 19:24:35,2.6023,2.33054,6.603,6.785,5.238081,0.081143,18,17.9375,18.0625,452,0,15.63332,14.52037,15.29587,93.09431
2021-11-11 19:25:09,2.60184,2.3564,6.604,6.781,5.237592,0.081267,17.9375,17.875,18.0625,453,0,15.63332,14.41917,15.29587,92.48774
2021-11-11 19:25:54,2.60119,2.35225,6.604,6.785,5.23599,0.08115,17.9375,17.875,18.0625,453,0,15.59945,14.4867,15.29587,93.09379
2021-11-11 19:26:16,2.60138,2.35875,6.6,6.786,5.234578,0.081129,17.9375,17.875,18,453,0,15.63332,14.45284,15.29587,92.68915
2021-11-11 19:26:39,2.60077,2.35197,6.603,6.784,5.235719,0.081418,17.9375,17.875,18,452,0,15.59945,14.45284,15.2622,92.89035
2021-11-11 19:26:52,2.60033,2.35792,6.605,6.783,5.234632,0.081542,17.9375,17.875,18,452,0,15.59945,14.4867,15.2622,93.09379
2021-11-11 19:27:26,2.59963,2.34848,6.606,6.784,5.233872,0.08146,17.875,17.875,18,454,0,15.56579,14.45284,15.22854,93.09084
2021-11-11 19:28:48,2.59894,2.35278,6.605,6.783,5.230995,0.081687,17.875,17.875,18,453,0,15.56579,14.45284,15.22854,93.09084
2021-11-11 19:28:59,2.5985,2.34941,6.606,6.784,5.235148,0.081735,17.875,17.8125,18,453,0,15.56579,14.41917,15.2622,92.88856
2021-11-11 19:29:22,2.59846,2.34807,6.601,6.784,5.23056,0.081714,17.875,17.8125,18,457,0,15.53212,14.38551,15.2622,92.88677
2021-11-11 19:29:33,2.59832,2.34825,6.605,6.787,5.232596,0.081336,17.875,17.8125,18,458,0,15.56579,14.41917,15.19487,92.88856
2021-11-11 19:29:45,2.59839,2.38176,6.603,6.786,5.23208,0.081006,17.875,17.8125,18,453,0,15.56579,14.38551,15.22854,92.68668
