datetime,meas AH 1:CMP MEAS BOX 1 (g/m3),meas AH 2:CMP MEAS BOX 2 (g/m3),meas CO2:CMP (ppm),meas HD:CMP (g/m3),meas RH:CMP (%),meas grh temp:CMP (°C),radiation sum:WEATHER RAD SENS (J/cm²),radiation:WEATHER RAD SENS (W/m²)
2021-11-25 07:50:00,13.39,13.8,647,1.9,88,18.19,0,4.08
2021-11-25 07:50:00,13.39,13.8,647,1.9,88,18.19,0,4.08
2021-11-25 07:55:00,13.49,13.8,647,1.9,88,18.2,0,4
2021-11-25 07:55:00,13.49,13.8,647,1.9,88,18.2,0,4
2021-11-25 08:00:00,13.59,13.8,647,1.99,87.08,18.29,0.92,6.76
2021-11-25 08:00:00,13.59,13.8,647,1.99,87.08,18.29,0.92,6.76
2021-11-25 08:05:00,13.69,13.98,647,1.82,87.92,18.39,1,13.44
2021-11-25 08:05:00,13.69,13.98,647,1.82,87.92,18.39,1,13.44
2021-11-25 08:10:00,13.7,14,641.52,1.89,88,18.4,1.91,25.88
2021-11-25 08:10:00,13.7,14,641.52,1.89,88,18.4,1.91,25.88
2021-11-25 08:15:00,13.7,14.18,652.87,1.9,88,18.49,2.91,26.09
2021-11-25 08:15:00,13.7,14.18,652.87,1.9,88,18.49,2.91,26.09
2021-11-25 08:20:00,13.88,14.29,654,1.81,88,18.59,3.91,23.26
2021-11-25 08:20:00,13.88,14.29,654,1.81,88,18.59,3.91,23.26
2021-11-25 08:25:00,13.99,14.39,654,1.89,88,18.69,4,20.24
2021-11-25 08:25:00,13.99,14.39,654,1.89,88,18.69,4,20.24
2021-11-25 08:30:00,14.09,14.4,654,1.9,88,18.79,4.92,26.44
2021-11-25 08:30:00,14.09,14.4,654,1.9,88,18.79,4.92,26.44
2021-11-25 08:35:00,14.19,14.49,648.52,1.9,88,18.89,5.91,31.57
2021-11-25 08:35:00,14.19,14.49,648.52,1.9,88,18.89,5.91,31.57
2021-11-25 08:40:00,14.2,14.59,654.39,1.9,88,18.99,7.83,45.7
2021-11-25 08:40:00,14.2,14.59,654.39,1.9,88,18.99,7.83,45.7
2021-11-25 08:45:00,13.83,14.33,665.96,1.9,88,18.63,8.91,56.13
2021-11-25 08:45:00,13.83,14.33,665.96,1.9,88,18.63,8.91,56.13
2021-11-25 08:50:00,13.25,13.66,667,2.17,86.17,18.23,10.83,51.52
2021-11-25 08:50:00,13.25,13.66,667,2.17,86.17,18.23,10.83,51.52
2021-11-25 08:55:00,13.57,13.87,649.65,2.2,86,18.57,12.83,55.57
2021-11-25 08:55:00,13.57,13.87,649.65,2.2,86,18.57,12.83,55.57
2021-11-25 09:00:00,13.97,14.27,658.96,2.02,87.83,18.78,13.91,54.17
2021-11-25 09:00:00,13.97,14.27,658.96,2.02,87.83,18.78,13.91,54.17
2021-11-25 09:05:00,13.63,14.03,666.39,2.09,87.09,18.62,15.83,52.17
2021-11-25 09:05:00,13.63,14.03,666.39,2.09,87.09,18.62,15.83,52.17
2021-11-25 09:10:00,13.6,14,661.52,2.1,87,18.6,16.91,52
2021-11-25 09:10:00,13.6,14,661.52,2.1,87,18.6,16.91,52
2021-11-25 09:15:00,13.78,14.18,661,2.01,87.91,18.6,18.83,47.43
2021-11-25 09:15:00,13.78,14.18,661,2.01,87.91,18.6,18.83,47.43
2021-11-25 09:20:00,13.71,14.2,661,2,87.09,18.6,19.91,49.74
2021-11-25 09:20:00,13.71,14.2,661,2,87.09,18.6,19.91,49.74
2021-11-25 09:25:00,13.7,14.29,661,2,87,18.69,21.83,53.65
2021-11-25 09:25:00,13.7,14.29,661,2,87,18.69,21.83,53.65
2021-11-25 09:30:00,13.79,14.3,661,2,87.91,18.7,24.74,75.01
2021-11-25 09:30:00,13.79,14.3,661,2,87.91,18.7,24.74,75.01
2021-11-25 09:35:00,13.8,14.3,661,2,88,18.7,26.83,77.91
2021-11-25 09:35:00,13.8,14.3,661,2,88,18.7,26.83,77.91
2021-11-25 09:40:00,13.8,14.39,661,1.91,88,18.7,30.65,113.62
2021-11-25 09:40:00,13.8,14.39,661,1.91,88,18.7,30.65,113.62
2021-11-25 09:45:00,13.89,14.4,660.09,1.99,88,18.79,35.57,153.53
2021-11-25 09:45:00,13.89,14.4,660.09,1.99,88,18.79,35.57,153.53
2021-11-25 09:50:00,14.08,14.49,655.43,2,88,18.98,38.74,132.34
2021-11-25 09:50:00,14.08,14.49,655.43,2,88,18.98,38.74,132.34
2021-11-25 09:55:00,14.1,14.59,648.61,2,88,19,41.74,94.38
2021-11-25 09:55:00,14.1,14.59,648.61,2,88,19,41.74,94.38
2021-11-25 10:00:00,14.19,14.69,648,1.91,88,19,45.65,126.62
2021-11-25 10:00:00,14.19,14.69,648,1.91,88,19,45.65,126.62
2021-11-25 10:05:00,14.29,14.79,635.21,2.08,88,19.27,50.57,140.96
2021-11-25 10:05:00,14.29,14.79,635.21,2.08,88,19.27,50.57,140.96
2021-11-25 10:10:00,14.3,14.89,634,1.92,88,19.21,53.74,117.34
2021-11-25 10:10:00,14.3,14.89,634,1.92,88,19.21,53.74,117.34
2021-11-25 10:15:00,14.3,14.99,633.09,1.72,88.91,19.11,55.83,86.69
2021-11-25 10:15:00,14.3,14.99,633.09,1.72,88.91,19.11,55.83,86.69
2021-11-25 10:20:00,14.3,14.91,622.04,1.79,89,19.1,60.57,138.8
2021-11-25 10:20:00,14.3,14.91,622.04,1.79,89,19.1,60.57,138.8
2021-11-25 10:25:00,14.39,15.08,614.61,1.8,89,19.19,63.74,116.6
2021-11-25 10:25:00,14.39,15.08,614.61,1.8,89,19.19,63.74,116.6
2021-11-25 10:30:00,14.4,15.1,614,1.62,89.91,19.11,65.83,81.12
2021-11-25 10:30:00,14.4,15.1,614,1.62,89.91,19.11,65.83,81.12
2021-11-25 10:35:00,14.4,15.01,607.61,1.6,90,18.92,69.65,106.31
2021-11-25 10:35:00,14.4,15.01,607.61,1.6,90,18.92,69.65,106.31
2021-11-25 10:40:00,14.4,14.91,601.52,1.6,90,18.99,73.65,133.66
2021-11-25 10:40:00,14.4,14.91,601.52,1.6,90,18.99,73.65,133.66
2021-11-25 10:45:00,14.4,15.08,594.61,1.69,90,19.09,77.65,128.69
2021-11-25 10:45:00,14.4,15.08,594.61,1.69,90,19.09,77.65,128.69
2021-11-25 10:50:00,14.49,15.28,587.61,1.7,90,19.28,81.65,138.05
2021-11-25 10:50:00,14.49,15.28,587.61,1.7,90,19.28,81.65,138.05
2021-11-25 10:55:00,14.59,15.39,580.61,1.7,90,19.39,85.65,131.69
2021-11-25 10:55:00,14.59,15.39,580.61,1.7,90,19.39,85.65,131.69
2021-11-25 11:00:00,14.78,15.4,568.13,1.7,90,19.4,91.48,169.36
2021-11-25 11:00:00,14.78,15.4,568.13,1.7,90,19.4,91.48,169.36
2021-11-25 11:05:00,15.07,15.67,554.3,1.79,90,19.85,99.26,236.51
2021-11-25 11:05:00,15.07,15.67,554.3,1.79,90,19.85,99.26,236.51
2021-11-25 11:10:00,15.1,15.7,516.73,2.07,88.19,20.17,108.16,262.04
2021-11-25 11:10:00,15.1,15.7,516.73,2.07,88.19,20.17,108.16,262.04
2021-11-25 11:15:00,14.74,15.25,495.77,2.19,87.09,19.93,114.44,219.57
2021-11-25 11:15:00,14.74,15.25,495.77,2.19,87.09,19.93,114.44,219.57
2021-11-25 11:20:00,14.7,15.11,474.96,2.38,86.09,19.99,123.16,267.59
2021-11-25 11:20:00,14.7,15.11,474.96,2.38,86.09,19.99,123.16,267.59
2021-11-25 11:25:00,14.97,15.19,454.87,2.4,86,20.18,130.35,249.43
2021-11-25 11:25:00,14.97,15.19,454.87,2.4,86,20.18,130.35,249.43
2021-11-25 11:30:00,15.09,14.93,467.51,2.58,85.09,20.29,141.88,332.23
2021-11-25 11:30:00,15.09,14.93,467.51,2.58,85.09,20.29,141.88,332.23
2021-11-25 11:35:00,14.83,14.72,457.21,2.78,84.09,20.3,151.16,311.99
2021-11-25 11:35:00,14.83,14.72,457.21,2.78,84.09,20.3,151.16,311.99
2021-11-25 11:40:00,14.53,14.52,479.57,2.8,84,20.03,157.44,250.07
2021-11-25 11:40:00,14.53,14.52,479.57,2.8,84,20.03,157.44,250.07
2021-11-25 11:45:00,14.5,14.77,470.21,2.62,84.91,19.91,163.44,214.99
2021-11-25 11:45:00,14.5,14.77,470.21,2.62,84.91,19.91,163.44,214.99
2021-11-25 11:50:00,15.04,15.34,463.56,3.14,83.19,20.99,173.07,327.15
2021-11-25 11:50:00,15.04,15.34,463.56,3.14,83.19,20.99,173.07,327.15
2021-11-25 11:55:00,14.92,15.04,453.93,3.56,81.19,21.19,184.88,330.84
2021-11-25 11:55:00,14.92,15.04,453.93,3.56,81.19,21.19,184.88,330.84
2021-11-25 12:00:00,14.63,14.82,580.84,3.69,80.09,21.02,200.51,441.52
2021-11-25 12:00:00,14.63,14.82,580.84,3.69,80.09,21.02,200.51,441.52
2021-11-25 12:05:00,15.87,16.16,480.67,3.43,82.72,22,218.32,557.27
2021-11-25 12:05:00,15.87,16.16,480.67,3.43,82.72,22,218.32,557.27
2021-11-25 12:10:00,16.45,16.12,606.81,4.13,80.28,22.83,239.04,657.76
2021-11-25 12:10:00,16.45,16.12,606.81,4.13,80.28,22.83,239.04,657.76
2021-11-25 12:15:00,16.14,16.01,456.89,4.74,77.28,23.26,257.32,598.09
2021-11-25 12:15:00,16.14,16.01,456.89,4.74,77.28,23.26,257.32,598.09
2021-11-25 12:20:00,15.74,15.82,527.04,4.71,77,22.85,272.6,540.23
2021-11-25 12:20:00,15.74,15.82,527.04,4.71,77,22.85,272.6,540.23
2021-11-25 12:25:00,15.79,15.89,512.43,3.97,79.72,22.35,281.25,356.39
2021-11-25 12:25:00,15.79,15.89,512.43,3.97,79.72,22.35,281.25,356.39
2021-11-25 12:30:00,16.71,16.63,484.61,3.08,84.53,22.3,289.25,289.95
2021-11-25 12:30:00,16.71,16.63,484.61,3.08,84.53,22.3,289.25,289.95
2021-11-25 12:35:00,15.8,15.7,518.27,3.18,83.19,21.57,295.44,242.39
2021-11-25 12:35:00,15.8,15.7,518.27,3.18,83.19,21.57,295.44,242.39
2021-11-25 12:40:00,14.25,14.24,468.51,3.38,81.19,20.23,299.63,174.53
2021-11-25 12:40:00,14.25,14.24,468.51,3.38,81.19,20.23,299.63,174.53
2021-11-25 12:45:00,13.37,13.47,620.76,3.49,79.19,19.56,309.97,278.61
2021-11-25 12:45:00,13.37,13.47,620.76,3.49,79.19,19.56,309.97,278.61
2021-11-25 12:50:00,13.93,13.76,503.72,3.59,79,20.13,322.79,385.2
2021-11-25 12:50:00,13.93,13.76,503.72,3.59,79,20.13,322.79,385.2
2021-11-25 12:55:00,14,14.16,460.08,3.96,78.09,20.74,338.51,475.69
2021-11-25 12:55:00,14,14.16,460.08,3.96,78.09,20.74,338.51,475.69
2021-11-25 13:00:00,15.18,15.02,654.65,4.36,77.09,22.07,355.41,502.13
2021-11-25 13:00:00,15.18,15.02,654.65,4.36,77.09,22.07,355.41,502.13
2021-11-25 13:05:00,16.2,15.55,468.75,4.4,77.9,22.74,369.61,501.3
2021-11-25 13:05:00,16.2,15.55,468.75,4.4,77.9,22.74,369.61,501.3
2021-11-25 13:10:00,16.12,15.51,470.3,4.76,77.1,22.98,386.3,538.8
2021-11-25 13:10:00,16.12,15.51,470.3,4.76,77.1,22.98,386.3,538.8
2021-11-25 13:15:00,16.01,15.05,548.6,5.16,75.2,23.09,404.2,575.4
2021-11-25 13:15:00,16.01,15.05,548.6,5.16,75.2,23.09,404.2,575.4
2021-11-25 13:20:00,15.1,14.91,515.6,5.65,72.3,23.1,423.1,613.2
2021-11-25 13:20:00,15.1,14.91,515.6,5.65,72.3,23.1,423.1,613.2
2021-11-25 13:25:00,14.73,14.81,468.7,5.7,72,22.92,440.3,590
2021-11-25 13:25:00,14.73,14.81,468.7,5.7,72,22.92,440.3,590
2021-11-25 13:30:00,15.33,15.25,487.4,5.43,73.8,23.08,458.2,585.2
2021-11-25 13:30:00,15.33,15.25,487.4,5.43,73.8,23.08,458.2,585.2
2021-11-25 13:35:00,15.85,15.48,574.26,5.49,74,23.46,475.4,577.75
2021-11-25 13:35:00,15.85,15.48,574.26,5.49,74,23.46,475.4,577.75
2021-11-25 13:40:00,15.09,15.32,486.63,5.86,72.2,23.41,493.21,593.21
2021-11-25 13:40:00,15.09,15.32,486.63,5.86,72.2,23.41,493.21,593.21
2021-11-25 13:45:00,14.91,15.12,542.6,6.26,71.1,23.58,511.2,597.7
2021-11-25 13:45:00,14.91,15.12,542.6,6.26,71.1,23.58,511.2,597.7
2021-11-25 13:50:00,14.63,14.83,465.4,6.39,70.1,23.42,528.3,584.5
2021-11-25 13:50:00,14.63,14.83,465.4,6.39,70.1,23.42,528.3,584.5
2021-11-25 13:55:00,15.41,14.89,510.9,6.04,71.8,23.49,544.4,546.1
2021-11-25 13:55:00,15.41,14.89,510.9,6.04,71.8,23.49,544.4,546.1
2021-11-25 14:00:00,14.6,14.36,630.4,5.91,71.1,22.87,560.4,526.7
2021-11-25 14:00:00,14.6,14.36,630.4,5.91,71.1,22.87,560.4,526.7
2021-11-25 14:05:00,15.4,14.75,578.2,5.54,72.8,22.98,574.6,498.9
2021-11-25 14:05:00,15.4,14.75,578.2,5.54,72.8,22.98,574.6,498.9
2021-11-25 14:10:00,14.78,14.26,470.2,5.41,73,22.46,588.6,484.3
2021-11-25 14:10:00,14.78,14.26,470.2,5.41,73,22.46,588.6,484.3
2021-11-25 14:15:00,14.7,14.02,496.8,5.49,72.1,22.4,603.5,477.6
2021-11-25 14:15:00,14.7,14.02,496.8,5.49,72.1,22.4,603.5,477.6
2021-11-25 14:20:00,14.97,14.45,488.4,5.41,72.9,22.58,617.6,482.4
2021-11-25 14:20:00,14.97,14.45,488.4,5.41,72.9,22.58,617.6,482.4
2021-11-25 14:25:00,14.46,14.14,462.7,5.49,72.1,22.33,631.6,471.3
2021-11-25 14:25:00,14.46,14.14,462.7,5.49,72.1,22.33,631.6,471.3
2021-11-25 14:30:00,14.04,13.83,466.3,5.59,71.1,22.12,645.6,462.8
2021-11-25 14:30:00,14.04,13.83,466.3,5.59,71.1,22.12,645.6,462.8
2021-11-25 14:35:00,13.64,13.89,467,5.69,71,22.01,658.7,447.6
2021-11-25 14:35:00,13.64,13.89,467,5.69,71,22.01,658.7,447.6
2021-11-25 14:40:00,13.78,13.9,604.7,5.7,71,22.18,671.7,434.3
2021-11-25 14:40:00,13.78,13.9,604.7,5.7,71,22.18,671.7,434.3
2021-11-25 14:45:00,13.89,14.08,518.3,5.52,71.9,22.11,683.8,422.2
2021-11-25 14:45:00,13.89,14.08,518.3,5.52,71.9,22.11,683.8,422.2
2021-11-25 14:50:00,14.53,14.01,580.8,5.23,72.9,22.1,695.8,406.6
2021-11-25 14:50:00,14.53,14.01,580.8,5.23,72.9,22.1,695.8,406.6
2021-11-25 14:55:00,14.42,13.91,515.2,5.29,73,22.01,707.8,393.3
2021-11-25 14:55:00,14.42,13.91,515.2,5.29,73,22.01,707.8,393.3
2021-11-25 15:00:00,14.04,13.54,471,5.48,72.1,21.82,718.9,378.5
2021-11-25 15:00:00,14.04,13.54,471,5.48,72.1,21.82,718.9,378.5
2021-11-25 15:05:00,13.82,13.5,448.1,5.68,71.1,21.89,729.9,367.1
2021-11-25 15:05:00,13.82,13.5,448.1,5.68,71.1,21.89,729.9,367.1
2021-11-25 15:10:00,13.98,13.23,416.3,5.52,71,21.72,740,353.4
2021-11-25 15:10:00,13.98,13.23,416.3,5.52,71,21.72,740,353.4
2021-11-25 15:15:00,14.72,13.56,400.4,5.23,72.8,21.88,750,343.9
2021-11-25 15:15:00,14.72,13.56,400.4,5.23,72.8,21.88,750,343.9
2021-11-25 15:20:00,14.89,13.69,386.4,4.75,74.8,21.63,760,333.1
2021-11-25 15:20:00,14.89,13.69,386.4,4.75,74.8,21.63,760,333.1
2021-11-25 15:25:00,14.45,13.52,368.8,4.52,75.9,21.24,769.1,316.7
2021-11-25 15:25:00,14.45,13.52,368.8,4.52,75.9,21.24,769.1,316.7
2021-11-25 15:30:00,15.03,13.59,360.7,4.23,76.9,21.2,778.1,298.8
2021-11-25 15:30:00,15.03,13.59,360.7,4.23,76.9,21.2,778.1,298.8
2021-11-25 15:35:00,14.65,13.51,347.48,4.11,77,20.93,786.15,281.8
2021-11-25 15:35:00,14.65,13.51,347.48,4.11,77,20.93,786.15,281.8
2021-11-25 15:40:00,15.76,13.86,346,3.56,80.57,21.08,794.15,270.17
2021-11-25 15:40:00,15.76,13.86,346,3.56,80.57,21.08,794.15,270.17
2021-11-25 15:45:00,15.36,13.63,340.64,3.59,80.11,20.83,801.25,255.6
2021-11-25 15:45:00,15.36,13.63,340.64,3.59,80.11,20.83,801.25,255.6
2021-11-25 15:50:00,15.57,13.69,333.75,3.51,80.89,20.8,808.25,242.39
2021-11-25 15:50:00,15.57,13.69,333.75,3.51,80.89,20.8,808.25,242.39
2021-11-25 15:55:00,15.69,14.15,333,3.32,81.89,20.89,815.25,226.71
2021-11-25 15:55:00,15.69,14.15,333,3.32,81.89,20.89,815.25,226.71
2021-11-25 16:00:00,15.25,14.38,326.75,3.39,81.11,20.9,821.36,214.28
2021-11-25 16:00:00,15.25,14.38,326.75,3.39,81.11,20.9,821.36,214.28
2021-11-25 16:05:00,15.2,14.49,319.75,3.31,81.89,20.81,827.36,197.81
2021-11-25 16:05:00,15.2,14.49,319.75,3.31,81.89,20.81,827.36,197.81
2021-11-25 16:10:00,15.2,14.41,319,3.12,82.89,20.62,832.47,181.71
2021-11-25 16:10:00,15.2,14.41,319,3.12,82.89,20.62,832.47,181.71
2021-11-25 16:15:00,15.11,14.4,313.64,2.92,83.89,20.33,837.47,167.49
2021-11-25 16:15:00,15.11,14.4,313.64,2.92,83.89,20.33,837.47,167.49
2021-11-25 16:20:00,15.1,14.4,313,2.54,84.89,19.94,841.57,149.92
2021-11-25 16:20:00,15.1,14.4,313,2.54,84.89,19.94,841.57,149.92
2021-11-25 16:25:00,14.83,14.22,306.75,2.41,85.89,19.63,845.57,136.39
2021-11-25 16:25:00,14.83,14.22,306.75,2.41,85.89,19.63,845.57,136.39
2021-11-25 16:30:00,14.71,14.11,306,2.22,86.89,19.24,848.68,125.17
2021-11-25 16:30:00,14.71,14.11,306,2.22,86.89,19.24,848.68,125.17
2021-11-25 16:35:00,14.61,14.01,299.75,2.02,87.89,18.93,852.57,120.43
2021-11-25 16:35:00,14.61,14.01,299.75,2.02,87.89,18.93,852.57,120.43
2021-11-25 16:40:00,14.42,13.73,299,1.82,88.89,18.54,853.89,75.33
2021-11-25 16:40:00,14.42,13.73,299,1.82,88.89,18.54,853.89,75.33
2021-11-25 16:45:00,14.04,13.61,304.36,1.71,89,18.23,854.89,50.35
2021-11-25 16:45:00,14.04,13.61,304.36,1.71,89,18.23,854.89,50.35
2021-11-25 16:50:00,13.82,13.51,305,1.7,89,17.93,855.89,37.28
2021-11-25 16:50:00,13.82,13.51,305,1.7,89,17.93,855.89,37.28
2021-11-25 16:55:00,13.98,13.32,305,1.52,89.89,17.72,856.89,27.07
2021-11-25 16:55:00,13.98,13.32,305,1.52,89.89,17.72,856.89,27.07
2021-11-25 17:00:00,13.82,13.3,299.64,1.32,90.89,17.43,857,19.75
2021-11-25 17:00:00,13.82,13.3,299.64,1.32,90.89,17.43,857,19.75
2021-11-25 17:05:00,13.53,13.12,292.75,1.57,89.21,17.4,857,14.53
2021-11-25 17:05:00,13.53,13.12,292.75,1.57,89.21,17.4,857,14.53
2021-11-25 17:10:00,13.05,12.65,297.36,2.05,86.32,17.49,857.89,10.43
2021-11-25 17:10:00,13.05,12.65,297.36,2.05,86.32,17.49,857.89,10.43
2021-11-25 17:15:00,12.64,12.33,298,2.46,84.21,17.5,858,6.43
2021-11-25 17:15:00,12.64,12.33,298,2.46,84.21,17.5,858,6.43
2021-11-25 17:20:00,12.51,12.39,304.25,2.32,84,17.32,858,3.32
2021-11-25 17:20:00,12.51,12.39,304.25,2.32,84,17.32,858,3.32
2021-11-25 17:25:00,12.23,12.22,312.15,2.12,85.79,16.76,858,1.21
2021-11-25 17:25:00,12.23,12.22,312.15,2.12,85.79,16.76,858,1.21
2021-11-25 17:30:00,11.49,11.75,313,2.28,83.32,16.34,858,0.11
2021-11-25 17:30:00,11.49,11.75,313,2.28,83.32,16.34,858,0.11
2021-11-25 17:35:00,11.22,11.34,317.47,2.48,82.11,16.12,858,0
2021-11-25 17:35:00,11.22,11.34,317.47,2.48,82.11,16.12,858,0
2021-11-25 17:40:00,11.29,11.3,318,2.5,82,16.19,858,0
2021-11-25 17:40:00,11.29,11.3,318,2.5,82,16.19,858,0
2021-11-25 17:45:00,11.39,11.21,318,2.59,81.11,16.29,858,0
2021-11-25 17:45:00,11.39,11.21,318,2.59,81.11,16.29,858,0
2021-11-25 17:50:00,11.4,11.38,324.25,2.6,81.89,16.39,858,0
2021-11-25 17:50:00,11.4,11.38,324.25,2.6,81.89,16.39,858,0
2021-11-25 17:55:00,11.31,11.4,325,2.51,82,16.31,858,0
2021-11-25 17:55:00,11.31,11.4,325,2.51,82,16.31,858,0
2021-11-25 18:00:00,10.94,11.13,325.89,2.59,81.11,16.03,858,0
2021-11-25 18:00:00,10.94,11.13,325.89,2.59,81.11,16.03,858,0
2021-11-25 18:05:00,10.99,11.01,331.36,2.69,80.11,16.09,858,0
2021-11-25 18:05:00,10.99,11.01,331.36,2.69,80.11,16.09,858,0
2021-11-25 18:10:00,11.18,11.09,338.25,2.7,80.89,16.19,858,0
2021-11-25 18:10:00,11.18,11.09,338.25,2.7,80.89,16.19,858,0
2021-11-25 18:15:00,11.29,11.28,339,2.7,81,16.38,858,0
2021-11-25 18:15:00,11.29,11.28,339,2.7,81,16.38,858,0
2021-11-25 18:20:00,11.48,11.39,339.89,2.7,81,16.58,858,0
2021-11-25 18:20:00,11.48,11.39,339.89,2.7,81,16.58,858,0
2021-11-25 18:25:00,11.23,11.31,340,2.52,81.89,16.16,858,0
2021-11-25 18:25:00,11.23,11.31,340,2.52,81.89,16.16,858,0
2021-11-25 18:30:00,10.85,11.12,344.43,2.41,82,15.75,858,0
2021-11-25 18:30:00,10.85,11.12,344.43,2.41,82,15.75,858,0
2021-11-25 18:35:00,10.8,10.92,345.89,2.58,81.11,15.79,858,0
2021-11-25 18:35:00,10.8,10.92,345.89,2.58,81.11,15.79,858,0
2021-11-25 18:40:00,10.8,10.9,346,2.69,80.11,15.89,858,0
2021-11-25 18:40:00,10.8,10.9,346,2.69,80.11,15.89,858,0
2021-11-25 18:45:00,10.89,10.9,352.21,2.79,79.11,16.08,858,0
2021-11-25 18:45:00,10.89,10.9,352.21,2.79,79.11,16.08,858,0
2021-11-25 18:50:00,11.08,11.08,364.53,2.8,79.89,16.28,858,0
2021-11-25 18:50:00,11.08,11.08,364.53,2.8,79.89,16.28,858,0
2021-11-25 18:55:00,11.37,11.19,360.68,2.8,80,16.48,858,0
2021-11-25 18:55:00,11.37,11.19,360.68,2.8,80,16.48,858,0
2021-11-25 19:00:00,11.4,11.2,365.32,2.8,80,16.5,858,0
2021-11-25 19:00:00,11.4,11.2,365.32,2.8,80,16.5,858,0
2021-11-25 19:05:00,10.87,11.02,360.68,2.62,80.89,15.97,858,0
2021-11-25 19:05:00,10.87,11.02,360.68,2.62,80.89,15.97,858,0
2021-11-25 19:10:00,10.71,10.82,365.32,2.69,80.11,15.81,858,0
2021-11-25 19:10:00,10.71,10.82,365.32,2.69,80.11,15.81,858,0
2021-11-25 19:15:00,10.88,10.89,366.89,2.7,80,15.98,858,0
2021-11-25 19:15:00,10.88,10.89,366.89,2.7,80,15.98,858,0
2021-11-25 19:20:00,11.17,11.08,371.43,2.79,80,16.27,858,0
2021-11-25 19:20:00,11.17,11.08,371.43,2.79,80,16.27,858,0
2021-11-25 19:25:00,11.29,11.28,378.21,2.71,80,16.48,858,0
2021-11-25 19:25:00,11.29,11.28,378.21,2.71,80,16.48,858,0
2021-11-25 19:30:00,11.39,11.21,373.68,2.79,80,16.5,858,0
2021-11-25 19:30:00,11.39,11.21,373.68,2.79,80,16.5,858,0
2021-11-25 19:35:00,10.78,10.93,378.32,2.71,80,15.97,858,0
2021-11-25 19:35:00,10.78,10.93,378.32,2.71,80,15.97,858,0
2021-11-25 19:40:00,10.61,10.72,379,2.79,79.11,15.72,858,0
2021-11-25 19:40:00,10.61,10.72,379,2.79,79.11,15.72,858,0
2021-11-25 19:45:00,10.87,10.79,384.32,2.71,79.89,15.97,858,0
2021-11-25 19:45:00,10.87,10.79,384.32,2.71,79.89,15.97,858,0
2021-11-25 19:50:00,11.08,10.89,385,2.88,79.11,16.27,858,0
2021-11-25 19:50:00,11.08,10.89,385,2.88,79.11,16.27,858,0
2021-11-25 19:55:00,11.28,11.08,385,2.81,79.89,16.39,858,0
2021-11-25 19:55:00,11.28,11.08,385,2.81,79.89,16.39,858,0
2021-11-25 20:00:00,11.39,11.19,385,2.8,80,16.49,858,0
2021-11-25 20:00:00,11.39,11.19,385,2.8,80,16.49,858,0
2021-11-25 20:05:00,11.05,10.93,385,2.8,79.11,16.23,858,0
2021-11-25 20:05:00,11.05,10.93,385,2.8,79.11,16.23,858,0
2021-11-25 20:10:00,10.47,10.72,390.32,2.8,79,15.76,858,0
2021-11-25 20:10:00,10.47,10.72,390.32,2.8,79,15.76,858,0
2021-11-25 20:15:00,10.58,10.61,391,2.89,79,15.79,858,0
2021-11-25 20:15:00,10.58,10.61,391,2.89,79,15.79,858,0
2021-11-25 20:20:00,10.87,10.69,397.21,2.9,79,16.07,858,0
2021-11-25 20:20:00,10.87,10.69,397.21,2.9,79,16.07,858,0
2021-11-25 20:25:00,10.99,10.79,392.68,2.99,78.11,16.28,858,0
2021-11-25 20:25:00,10.99,10.79,392.68,2.99,78.11,16.28,858,0
2021-11-25 20:30:00,11.18,10.89,398.21,3,78.89,16.48,858,0
2021-11-25 20:30:00,11.18,10.89,398.21,3,78.89,16.48,858,0
2021-11-25 20:35:00,11.2,10.99,399,3,79,16.5,858,0
2021-11-25 20:35:00,11.2,10.99,399,3,79,16.5,858,0
2021-11-25 20:40:00,10.67,10.73,405.21,2.91,79,15.97,858,0
2021-11-25 20:40:00,10.67,10.73,405.21,2.91,79,15.97,858,0
2021-11-25 20:45:00,10.34,10.44,406,2.99,78.12,15.72,858,0
2021-11-25 20:45:00,10.34,10.44,406,2.99,78.12,15.72,858,0
2021-11-25 20:50:00,10.74,10.49,406,2.91,78,15.96,858,0
2021-11-25 20:50:00,10.74,10.49,406,2.91,78,15.96,858,0
2021-11-25 20:55:00,10.89,10.68,410.4,2.99,78,16.18,858,0
2021-11-25 20:55:00,10.89,10.68,410.4,2.99,78,16.18,858,0
2021-11-25 21:00:00,11.08,10.88,411,3,78.88,16.38,858,0
2021-11-25 21:00:00,11.08,10.88,411,3,78.88,16.38,858,0
2021-11-25 21:05:00,11.19,10.9,411,3,78.12,16.49,858,0
2021-11-25 21:05:00,11.19,10.9,411,3,78.12,16.49,858,0
2021-11-25 21:10:00,10.85,10.72,411,3,78,16.15,858,0
2021-11-25 21:10:00,10.85,10.72,411,3,78,16.15,858,0
2021-11-25 21:15:00,10.27,10.44,412.76,3,77.12,15.66,858,0
2021-11-25 21:15:00,10.27,10.44,412.76,3,77.12,15.66,858,0
2021-11-25 21:20:00,10.46,10.31,417.4,3.09,77,15.78,858,0
2021-11-25 21:20:00,10.46,10.31,417.4,3.09,77,15.78,858,0
2021-11-25 21:25:00,10.76,10.39,418,3.1,77,16.06,858,0
2021-11-25 21:25:00,10.76,10.39,418,3.1,77,16.06,858,0
2021-11-25 21:30:00,10.89,10.66,418.88,3.1,77.88,16.28,858,0
